date,temp,id
2013-03-13 14:00:00,19.5,51
2013-03-13 13:54:59,19.12,51
2013-03-13 13:49:58,19.19,51
2013-03-13 13:44:57,19.62,51
2013-03-13 13:39:56,19.69,51
2013-03-13 13:34:55,19.62,51
2013-03-13 13:29:54,19.31,51
2013-03-13 13:24:53,19.0,51
2013-03-13 13:19:53,19.37,51
2013-03-13 13:14:52,19.75,51
2013-03-13 13:09:51,19.69,51
2013-03-13 13:04:50,19.56,51
2013-03-13 12:59:49,19.31,51
2013-03-13 12:54:48,19.06,51
2013-03-13 12:49:47,19.56,51
2013-03-13 12:44:46,19.75,51
2013-03-13 12:39:46,19.69,51
2013-03-13 12:34:45,19.56,51
2013-03-13 12:29:44,19.37,51
2013-03-13 12:24:43,19.25,51
2013-03-13 12:19:42,19.12,51
2013-03-13 12:14:41,19.19,51
2013-03-13 12:09:40,19.44,51
2013-03-13 12:04:39,19.37,51
2013-03-13 11:59:39,19.25,51
2013-03-13 11:54:38,19.19,51
2013-03-13 11:49:37,19.06,51
2013-03-13 11:44:36,18.87,51
2013-03-13 11:39:35,18.69,51
2013-03-13 11:34:34,18.69,51
2013-03-13 11:29:33,18.87,51
2013-03-13 11:24:33,18.81,51
2013-03-13 11:19:32,18.75,51
2013-03-13 11:14:31,18.69,51
2013-03-13 11:09:30,18.62,51
2013-03-13 11:04:29,18.5,51
2013-03-13 10:59:28,18.31,51
2013-03-13 10:54:27,18.12,51
2013-03-13 10:49:26,17.69,51
2013-03-13 10:44:25,17.12,51
2013-03-13 10:39:25,16.87,51
2013-03-13 10:34:24,16.94,51
2013-03-13 10:29:23,17.0,51
2013-03-13 10:24:22,17.06,51
2013-03-13 10:19:21,17.19,51
2013-03-13 10:14:20,17.25,51
2013-03-13 10:09:19,17.25,51
2013-03-13 10:04:18,17.31,51
2013-03-13 09:59:18,17.37,51
2013-03-13 09:54:17,17.37,51
2013-03-13 09:49:16,17.5,51
2013-03-13 09:44:15,17.5,51
2013-03-13 09:39:14,17.56,51
2013-03-13 09:34:13,17.62,51
2013-03-13 09:29:12,17.62,51
2013-03-13 09:24:11,17.69,51
2013-03-13 09:19:11,17.69,51
2013-03-13 09:14:10,17.69,51
2013-03-13 09:09:09,17.75,51
2013-03-13 09:04:08,17.81,51
2013-03-13 08:59:07,17.87,51
2013-03-13 08:54:06,17.87,51
2013-03-13 08:49:05,17.94,51
2013-03-13 08:44:04,18.0,51
2013-03-13 08:39:04,18.06,51
2013-03-13 08:34:03,18.19,51
2013-03-13 08:29:02,18.19,51
2013-03-13 08:24:01,18.25,51
2013-03-13 08:19:00,18.31,51
2013-03-13 08:13:59,18.37,51
2013-03-13 08:08:58,18.56,51
2013-03-13 08:03:58,18.69,51
2013-03-13 07:58:57,19.06,51
2013-03-13 07:53:56,19.31,51
2013-03-13 07:48:55,19.31,51
2013-03-13 07:43:54,19.31,51
2013-03-13 07:38:53,19.31,51
2013-03-13 07:33:52,19.37,51
2013-03-13 07:28:51,19.37,51
2013-03-13 07:23:50,19.37,51
2013-03-13 07:18:50,19.37,51
2013-03-13 07:13:49,19.37,51
2013-03-13 07:08:48,19.44,51
2013-03-13 07:03:47,19.44,51
2013-03-13 06:58:46,19.44,51
2013-03-13 06:53:45,19.44,51
2013-03-13 06:48:44,19.44,51
2013-03-13 06:43:44,19.5,51
2013-03-13 06:38:43,19.44,51
2013-03-13 06:33:42,19.5,51
2013-03-13 06:28:41,19.5,51
2013-03-13 06:23:41,19.56,51
2013-03-13 06:18:39,19.56,51
2013-03-13 06:13:39,19.56,51
2013-03-13 06:08:38,19.56,51
2013-03-13 06:03:37,19.56,
2013-03-13 05:58:36,19.62,
2013-03-13 05:53:35,19.62,
2013-03-13 05:48:35,19.69,
2013-03-13 05:43:33,19.69,
2013-03-13 05:38:32,19.69,
2013-03-13 05:33:31,19.75,
2013-03-13 05:28:31,19.75,
2013-03-13 05:23:30,19.75,
2013-03-13 05:18:29,19.81,
2013-03-13 05:13:28,19.81,
2013-03-13 05:08:27,19.87,
2013-03-13 05:03:26,19.87,
2013-03-13 04:58:25,19.87,
2013-03-13 04:53:24,19.94,
2013-03-13 04:48:23,19.94,
2013-03-13 04:43:23,19.94,
2013-03-13 04:38:22,20.0,
2013-03-13 04:33:21,20.0,
2013-03-13 04:28:20,20.0,
2013-03-13 04:23:19,20.0,
2013-03-13 04:18:18,20.0,
2013-03-13 04:13:17,20.06,
2013-03-13 04:08:17,20.06,
2013-03-13 04:03:16,20.12,
2013-03-13 03:58:15,20.06,
2013-03-13 03:53:14,20.12,
2013-03-13 03:48:13,20.19,
2013-03-13 03:43:12,20.19,
2013-03-13 03:38:11,20.19,
2013-03-13 03:33:11,20.25,
2013-03-13 03:28:10,20.25,
2013-03-13 03:23:09,20.31,
2013-03-13 03:18:08,20.31,
2013-03-13 03:13:07,20.31,
2013-03-13 03:08:07,20.31,
2013-03-13 03:03:05,20.44,
2013-03-13 02:58:04,20.44,
2013-03-13 02:53:03,20.5,
2013-03-13 02:48:03,20.5,
2013-03-13 02:43:02,20.56,
2013-03-13 02:38:01,20.56,
2013-03-13 02:33:00,20.56,
2013-03-13 02:27:59,20.62,
2013-03-13 02:22:58,20.69,
2013-03-13 02:17:57,20.69,
2013-03-13 02:12:56,20.75,
2013-03-13 02:07:56,20.75,
2013-03-13 02:02:55,20.75,
2013-03-13 01:57:54,20.81,
2013-03-13 01:52:53,20.87,
2013-03-13 01:47:52,20.87,
2013-03-13 01:42:51,20.87,
2013-03-13 01:37:50,20.94,
2013-03-13 01:32:50,21.06,
2013-03-13 01:27:49,21.06,
2013-03-13 01:22:48,21.12,
2013-03-13 01:17:47,21.12,
2013-03-13 01:12:46,21.12,
2013-03-13 01:07:45,21.25,
2013-03-13 01:02:44,21.25,
2013-03-13 00:57:43,21.31,
2013-03-13 00:52:43,21.37,
2013-03-13 00:47:42,21.44,
2013-03-13 00:42:41,21.5,
2013-03-13 00:37:40,21.56,
2013-03-13 00:32:39,21.56,
2013-03-13 00:27:38,21.62,
2013-03-13 00:22:37,21.69,
2013-03-13 00:17:37,21.75,
2013-03-13 00:12:36,21.75,
2013-03-13 00:07:35,21.81,
2013-03-13 00:02:34,21.81,
2013-03-12 23:57:33,21.87,
2013-03-12 23:52:32,21.94,
2013-03-12 23:47:32,22.0,
2013-03-12 23:42:31,22.06,
2013-03-12 23:37:30,22.06,
2013-03-12 23:32:29,22.06,
2013-03-12 23:27:28,22.12,
2013-03-12 23:22:27,22.19,
2013-03-12 23:17:26,22.25,
2013-03-12 23:12:25,22.25,
2013-03-12 23:07:24,22.31,
2013-03-12 23:02:24,22.37,
2013-03-12 22:57:23,22.44,
2013-03-12 22:52:22,22.44,
2013-03-12 22:47:21,22.5,
2013-03-12 22:42:20,22.5,
2013-03-12 22:37:19,22.44,
2013-03-12 22:32:18,22.5,
2013-03-12 22:27:17,22.56,
2013-03-12 22:22:17,22.56,
2013-03-12 22:17:16,22.62,
2013-03-12 22:12:15,22.75,
2013-03-12 22:07:14,22.94,
2013-03-12 22:02:13,23.19,
2013-03-12 21:57:12,23.31,
2013-03-12 21:52:11,23.5,
2013-03-12 21:47:11,23.75,
2013-03-12 21:42:10,24.12,
2013-03-12 21:37:09,24.81,
2013-03-12 21:32:08,27.81,
2013-03-12 21:27:07,27.87,
2013-03-12 21:22:07,25.56,
2013-03-12 21:16:28,25.25,
2013-03-12 21:11:26,25.37,
2013-03-12 21:06:25,25.19,
2013-03-12 21:01:24,25.37,
2013-03-12 20:56:24,25.31,
2013-03-12 20:51:23,25.25,
2013-03-12 20:46:23,25.25,
2013-03-12 20:41:21,25.25,
2013-03-12 20:36:20,25.31,
2013-03-12 20:31:19,25.44,
2013-03-12 20:26:18,25.37,
2013-03-12 20:21:17,25.25,
2013-03-12 20:16:17,25.44,
2013-03-12 20:11:16,25.44,
2013-03-12 20:06:15,25.44,
2013-03-12 20:01:14,25.5,
2013-03-12 19:56:13,25.31,
2013-03-12 19:51:12,25.12,
2013-03-12 19:46:11,25.31,
2013-03-12 19:41:11,25.19,
2013-03-12 19:36:10,25.56,
2013-03-12 19:31:09,25.44,
2013-03-12 19:26:08,25.44,
2013-03-12 19:21:07,25.5,
2013-03-12 19:16:07,25.25,
2013-03-12 19:11:05,25.31,
2013-03-12 19:06:05,25.19,
2013-03-12 19:01:04,25.0,
2013-03-12 18:56:03,25.06,
2013-03-12 18:51:02,25.12,
2013-03-12 18:46:01,25.12,
2013-03-12 18:41:00,25.19,
2013-03-12 18:35:59,25.0,
2013-03-12 18:30:58,25.0,
2013-03-12 18:25:58,25.06,
2013-03-12 18:20:57,25.19,
2013-03-12 18:15:56,25.19,
2013-03-12 18:10:55,25.12,
2013-03-12 18:05:54,25.12,
2013-03-12 18:00:53,25.25,
2013-03-12 17:55:52,25.62,
2013-03-12 17:50:52,25.94,
2013-03-12 17:45:51,25.81,
2013-03-12 17:40:50,25.69,
2013-03-12 17:35:49,25.62,
2013-03-12 17:30:48,25.37,
2013-03-12 17:25:47,25.5,
2013-03-12 17:20:46,25.31,
2013-03-12 17:15:46,25.37,
2013-03-12 17:10:45,25.31,
2013-03-12 17:05:44,25.31,
2013-03-12 17:00:44,25.31,
2013-03-12 16:55:42,25.62,
2013-03-12 16:50:41,25.81,
2013-03-12 16:45:40,25.69,
2013-03-12 16:40:39,25.5,
2013-03-12 16:35:39,25.5,
2013-03-12 16:30:38,25.19,
2013-03-12 16:25:37,25.31,
2013-03-12 16:20:36,25.5,
2013-03-12 16:15:35,25.62,
2013-03-12 16:10:34,25.56,
2013-03-12 16:05:33,25.69,
2013-03-12 16:00:33,25.62,
2013-03-12 15:55:32,24.44,
2013-03-12 15:50:31,24.19,
2013-03-12 15:45:30,24.19,
2013-03-12 15:40:29,24.25,
2013-03-12 15:35:28,24.31,
2013-03-12 15:30:27,24.25,
2013-03-12 15:25:26,24.31,
2013-03-12 15:20:26,24.12,
2013-03-12 15:15:25,24.19,
2013-03-12 15:10:24,24.19,
2013-03-12 15:05:23,24.25,
2013-03-12 15:00:22,24.19,
2013-03-12 14:55:21,24.12,
2013-03-12 14:50:20,24.37,
2013-03-12 14:45:19,24.87,
2013-03-12 14:40:19,32.88,
2013-03-12 14:35:18,29.62,
2013-03-12 14:30:17,24.0,
2013-03-12 14:25:16,23.87,
2013-03-12 14:20:15,23.81,
2013-03-12 14:15:14,23.62,
2013-03-11 21:10:42,24.44,
2013-03-11 21:05:42,24.5,
2013-03-11 21:00:40,24.5,
2013-03-11 20:55:40,24.44,
2013-03-11 20:50:40,24.44,
2013-03-11 20:45:38,24.44,
2013-03-11 20:40:37,24.44,
2013-03-11 20:35:36,24.44,
2013-03-11 20:30:35,24.5,
2013-03-11 20:25:34,24.5,
2013-03-11 20:20:34,24.5,
2013-03-11 20:15:33,24.5,
2013-03-11 20:10:32,24.56,
2013-03-11 20:05:31,24.56,
2013-03-11 20:00:30,24.62,
2013-03-11 19:55:31,24.62,
2013-03-11 17:55:18,21.69,
2013-03-11 17:29:50,21.5,
2013-03-11 17:28:08,33.0,
2013-03-11 17:27:03,33.0,
2013-03-11 06:08:57,35.0,
2013-03-11 05:57:44,35.0,
2013-03-11 05:55:09,35.0,
2013-03-11 05:54:56,35.0,
2013-02-11 10:25:23,23.0,1
2013-02-11 10:25:21,22.9,1
2013-02-11 10:25:19,22.9,1
2013-02-11 10:25:17,22.9,1
2013-02-11 10:25:15,22.9,1
2013-02-11 10:25:13,22.9,1
2013-02-11 10:25:11,22.9,1
2013-02-11 10:25:09,22.9,1
2013-02-11 10:25:07,22.9,1
2013-02-11 10:25:05,22.9,1
2013-02-11 10:25:03,22.9,1
2013-02-11 10:25:01,22.9,1
2013-02-11 10:24:59,22.9,1
2013-02-11 10:24:57,22.9,1
2013-02-11 10:24:55,22.9,1
2013-02-11 10:24:53,22.9,1
2013-02-11 10:24:51,22.9,1
2013-02-11 10:24:49,22.9,1
2013-02-11 10:24:47,22.9,1
2013-02-11 10:24:45,22.9,1
2013-02-11 10:24:43,22.9,1
2013-02-11 10:24:41,22.9,1
2013-02-11 10:24:39,22.9,1
2013-02-11 10:24:37,22.9,1
2013-02-11 10:24:35,22.9,1
2013-02-11 10:24:33,22.9,1
2013-02-11 10:24:31,22.9,1
2013-02-11 10:24:29,22.9,1
2013-02-11 10:24:27,22.9,1
2013-02-11 10:24:25,22.9,1
2013-02-11 10:24:23,22.9,1
2013-02-11 10:24:21,22.9,1
2013-02-11 10:24:19,23.0,1
2013-02-11 10:24:17,23.0,1
2013-02-11 10:24:15,22.9,1
2013-02-11 10:24:13,22.9,1
2013-02-11 10:24:11,23.0,1
2013-02-11 10:24:09,22.9,1
2013-02-11 10:24:07,22.9,1
2013-02-11 10:24:05,22.9,1
2013-02-11 10:24:03,23.0,1
2013-02-11 10:24:01,23.0,1
2013-02-11 10:23:59,23.0,1
2013-02-11 10:23:57,23.0,1
2013-02-11 10:23:55,23.0,1
2013-02-11 10:23:53,22.9,1
2013-02-11 10:23:51,22.9,1
2013-02-11 10:23:49,22.9,1
2013-02-11 10:23:47,22.9,1
2013-02-11 10:23:45,22.9,1
2013-02-11 10:23:43,22.9,1
2013-02-11 10:23:41,22.9,1
2013-02-11 10:23:39,22.9,1
2013-02-11 10:23:37,22.9,1
2013-02-11 10:23:35,22.9,1
2013-02-11 10:23:33,22.9,1
2013-02-11 10:23:31,22.9,1
2013-02-11 10:23:29,22.9,1
2013-02-11 10:23:27,22.9,1
2013-02-11 10:23:25,22.9,1
2013-02-11 10:23:23,22.9,1
2013-02-11 10:23:21,22.9,1
2013-02-11 10:23:19,22.9,1
2013-02-11 10:23:17,22.9,1
2013-02-11 10:23:15,22.9,1
2013-02-11 10:23:13,22.9,1
2013-02-11 10:23:11,22.9,1
2013-02-11 10:23:09,22.9,1
2013-02-11 10:23:07,22.9,1
2013-02-11 10:23:05,22.9,1
2013-02-11 10:23:03,22.9,1
2013-02-11 10:23:01,22.9,1
2013-02-11 10:22:59,22.9,1
2013-02-11 10:22:57,23.0,1
2013-02-11 10:22:55,23.0,1
2013-02-11 10:22:53,22.9,1
2013-02-11 10:22:51,22.9,1
2013-02-11 10:22:49,22.9,1
2013-02-11 10:22:47,22.9,1
2013-02-11 10:22:45,22.9,1
2013-02-11 10:22:43,22.9,1
2013-02-11 10:22:41,22.9,1
2013-02-11 10:22:39,22.9,1
2013-02-11 10:22:37,22.9,1
2013-02-11 10:22:35,22.9,1
2013-02-11 10:22:33,22.9,1
2013-02-11 10:22:31,22.9,1
2013-02-11 10:22:29,22.9,1
2013-02-11 10:22:27,22.9,1
2013-02-11 10:22:25,22.9,1
2013-02-11 10:22:23,22.9,1
2013-02-11 10:22:21,22.9,1
2013-02-11 10:22:19,22.8,1
2013-02-11 10:22:17,22.8,1
2013-02-11 10:22:15,22.8,1
2013-02-11 10:22:13,22.8,1
2013-02-11 10:22:11,22.8,1
2013-02-11 10:22:09,22.8,1
2013-02-11 10:22:07,22.8,1
2013-02-11 10:22:05,22.8,1
2013-02-11 10:22:03,22.8,1
2013-02-11 10:22:01,22.8,1
2013-02-11 10:21:59,22.7,1
2013-02-11 10:21:57,22.8,1
2013-02-11 10:21:55,22.8,1
2013-02-11 10:21:53,22.8,1
2013-02-11 10:21:51,22.8,1
2013-02-11 10:21:49,22.8,1
2013-02-11 10:21:47,22.8,1
2013-02-11 10:21:45,22.8,1
2013-02-11 10:21:43,22.8,1
2013-02-11 10:21:41,22.8,1
2013-02-11 10:21:39,22.8,1
2013-02-11 10:21:37,22.8,1
2013-02-11 10:21:35,22.9,1
2013-02-11 10:21:33,22.9,1
2013-02-11 10:21:31,22.9,1
2013-02-11 10:21:29,22.9,1
2013-02-11 10:21:27,22.9,1
2013-02-11 10:21:25,22.9,1
2013-02-11 10:21:23,22.9,1
2013-02-11 10:21:21,22.9,1
2013-02-11 10:21:19,22.9,1
2013-02-11 10:21:17,23.0,1
2013-02-11 10:21:15,23.0,1
2013-02-11 10:21:13,23.0,1
2013-02-11 10:21:11,23.0,1
2013-02-11 10:21:09,23.0,1
2013-02-11 10:21:07,23.0,1
2013-02-11 10:21:05,23.0,1
2013-02-11 10:21:03,23.0,1
2013-02-11 10:21:01,23.0,1
2013-02-11 10:20:59,23.0,1
2013-02-11 10:20:57,23.0,1
2013-02-11 10:20:55,23.0,1
2013-02-11 10:20:53,23.0,1
2013-02-11 10:20:51,23.0,1
2013-02-11 10:20:49,23.0,1
2013-02-11 10:20:47,23.0,1
2013-02-11 10:20:45,23.0,1
2013-02-11 10:20:43,23.0,1
2013-02-11 10:20:41,23.0,1
2013-02-11 10:20:39,23.0,1
2013-02-11 10:20:37,23.0,1
2013-02-11 10:20:35,23.0,1
2013-02-11 10:20:33,23.0,1
2013-02-11 10:20:31,23.0,1
2013-02-11 10:20:29,22.9,1
2013-02-11 10:20:27,22.9,1
2013-02-11 10:20:25,22.9,1
2013-02-11 10:20:23,23.0,1
2013-02-11 10:20:21,23.0,1
2013-02-11 10:20:19,23.0,1
2013-02-11 10:20:17,23.0,1
2013-02-11 10:20:15,23.0,1
2013-02-11 10:20:13,23.0,1
2013-02-11 10:20:11,23.0,1
2013-02-11 10:20:09,23.0,1
2013-02-11 10:20:07,23.0,1
2013-02-11 10:20:05,23.0,1
2013-02-11 10:20:03,23.0,1
2013-02-11 10:20:01,23.0,1
2013-02-11 10:19:59,23.0,1
2013-02-11 10:19:57,23.0,1
2013-02-11 10:19:55,23.0,1
2013-02-11 10:19:53,23.0,1
2013-02-11 10:19:51,23.1,1
2013-02-11 10:19:49,23.1,1
2013-02-11 10:19:47,23.1,1
2013-02-11 10:19:45,23.1,1
2013-02-11 10:19:43,23.0,1
2013-02-11 10:19:41,23.0,1
2013-02-11 10:19:39,23.0,1
2013-02-11 10:19:37,23.0,1
2013-02-11 10:19:35,23.0,1
2013-02-11 10:19:33,23.0,1
2013-02-11 10:19:31,23.0,1
2013-02-11 10:19:29,23.0,1
2013-02-11 10:19:27,23.0,1
2013-02-11 10:19:25,23.0,1
